77573,24558314
49030,14812398
20487,6118126
46991,14477472
75534,24392734
18448,5181546
73495,25394368
44953,13861094
16410,4176782
71457,24113736
100000,33753038
42914,13031692
14371,3595728
97961,34489104
69418,22418838
40875,12865548
12332,3158886
67379,21319638
95922,33514912
38836,11198888
10293,2498778
93883,30867498
65340,20790166
36797,10439044
8255,1987782
91844,29737138
63302,22087006
34759,10216186
6216,1479174
89806,30239132
61263,19914020
32720,9380810
4177,994834
87767,28275202
59224,18209048
30681,9292658
2138,439826
57185,17749508
85728,28356218
28642,8000608
100,10672
83689,26795130
55146,17840066
26604,7055448
81651,28486484
53108,16905218
24565,7354466
51069,16796224
79612,27511936
22526,6152666
