77573,184447
49030,120154
20487,44473
75534,219513
46991,108724
18448,47475
73495,150172
44953,103342
16410,39214
71457,172129
100000,252016
42914,89348
14371,31953
97961,215142
69418,185329
40875,98866
12332,24078
67379,110651
95922,269707
38836,78124
10293,21792
93883,216011
65340,127731
36797,82723
8255,20832
91844,210388
63302,140017
34759,90019
6216,11800
89806,240151
61263,129663
32720,80666
4177,8871
87767,229499
59224,141071
30681,83361
2138,5514
85728,178694
57185,148230
28642,70831
100,207
83689,211052
55146,109950
26604,59004
81651,188373
53108,141079
24565,61822
51069,99426
79612,170070
22526,50987
