77573,42014412
49030,25443728
20487,10213084
46991,24274316
75534,41117000
18448,8934964
73495,39806814
44953,23401252
16410,7933126
71457,38637600
100000,55647374
42914,22560262
14371,6944796
97961,54411410
69418,37858242
40875,21358146
12332,6023764
67379,36852944
95922,53447504
38836,19988192
10293,4928604
93883,52272166
65340,35767326
36797,19143910
8255,3886064
91844,50502966
63302,33944046
34759,17780678
6216,2794864
89806,49585490
61263,32861400
32720,16756058
4177,1848560
87767,48396866
59224,31642276
30681,15806300
2138,887382
57185,30607364
85728,47218706
28642,14473090
100,18168
83689,45568514
55146,29131266
26604,13554146
81651,44876676
53108,28111496
24565,12201278
51069,27034112
79612,43460480
22526,11303572
