77573,182687
49030,91499
20487,34625
75534,161267
46991,73157
18448,31109
73495,143621
44953,89044
16410,25732
71457,130911
100000,188644
42914,74997
14371,23935
97961,203214
69418,148354
40875,76479
12332,18798
67379,143675
95922,191538
38836,60796
10293,17072
93883,225462
65340,104148
36797,81583
8255,12554
91844,249049
63302,107935
34759,64776
6216,9471
89806,222778
61263,161222
32720,56014
4177,7468
87767,159645
59224,119203
30681,54352
2138,3444
85728,140984
57185,102931
28642,62943
100,174
83689,161143
55146,124937
26604,39866
81651,198926
53108,104058
24565,34409
51069,104920
79612,151164
22526,39394
