77573,21562032
49030,12950508
20487,4881594
46991,11994850
75534,21602012
18448,4276032
73495,21924770
44953,11546476
16410,3795108
71457,21450258
100000,29440598
42914,10964328
14371,3201078
97961,29484348
69418,20323322
40875,10353568
12332,2806460
67379,19978626
95922,28934012
38836,9912582
10293,2221400
93883,27743832
65340,18914800
36797,9277292
8255,1731282
91844,27328796
63302,18032006
34759,8614734
6216,1253002
89806,25675446
61263,17331834
32720,8033818
4177,796606
87767,24976976
59224,16521728
30681,7574574
2138,381888
57185,15945840
85728,24814716
28642,6858924
100,9028
83689,23936790
55146,15024260
26604,6497904
81651,22922544
53108,14159648
24565,5806930
51069,13938034
79612,22431742
22526,5375450
