77573,262289
49030,174688
20487,67451
75534,247148
46991,148215
18448,51444
73495,287947
44953,149307
16410,52600
71457,229719
100000,350254
42914,150904
14371,38783
97961,349694
69418,283318
40875,115206
12332,38420
67379,222190
95922,406157
38836,175078
10293,28542
93883,398074
65340,250704
36797,117811
8255,25660
91844,345604
63302,200597
34759,109138
6216,19605
89806,447911
61263,200701
32720,108712
4177,13287
87767,254000
59224,190095
30681,91236
2138,5392
85728,289222
57185,175107
28642,77593
100,283
83689,369492
55146,202093
26604,73812
81651,249321
53108,139187
24565,85346
51069,159662
79612,282613
22526,70341
