77573,30615744
49030,19135328
20487,6975562
46991,18283096
75534,28875376
18448,6267680
73495,27509082
44953,16542466
16410,5640274
71457,27590172
100000,39184316
42914,16346692
14371,4658620
97961,39761346
69418,26344846
40875,14462640
12332,3816868
67379,26210098
95922,36748564
38836,13688282
10293,3114142
93883,36917636
65340,25569378
36797,13355266
8255,2406238
91844,36962096
63302,24257102
34759,12370250
6216,1740108
89806,34672884
61263,23719690
32720,11504206
4177,1115546
87767,34518456
59224,22288570
30681,10391100
2138,545838
57185,21973988
85728,32955964
28642,10185460
100,12850
83689,31955544
55146,21003718
26604,9405700
81651,32396622
53108,20356274
24565,8740022
51069,18738206
79612,29979694
22526,8066226
