77573,279999
49030,172479
20487,61547
75534,352795
46991,154194
18448,65074
73495,226090
44953,145704
16410,53679
71457,261033
100000,416882
42914,124470
14371,43480
97961,366948
69418,277608
40875,139063
12332,32543
67379,162556
95922,473569
38836,109728
10293,29419
93883,368843
65340,186755
36797,115450
8255,28276
91844,350470
63302,206330
34759,125189
6216,15975
89806,408993
61263,188822
32720,112427
4177,11636
87767,367894
59224,204754
30681,117237
2138,7090
85728,288246
57185,214007
28642,99243
100,245
83689,335935
55146,156451
26604,82522
81651,295423
53108,204072
24565,85951
51069,143926
79612,259205
22526,70348
