77573,55338580
49030,34055034
20487,13473942
46991,32636248
75534,53747422
18448,12173218
73495,52270592
44953,31357170
16410,10796564
71457,51069700
100000,72677060
42914,29990156
14371,9350540
97961,71517232
69418,49538870
40875,27967958
12332,8067294
67379,48214360
95922,69530812
38836,26580594
10293,6617868
93883,67964576
65340,45986894
36797,25239532
8255,5260154
91844,66421620
63302,44720490
34759,23834540
6216,3980168
89806,64973230
61263,43226402
32720,22297554
4177,2541514
87767,62969946
59224,42018662
30681,20832608
2138,1254736
57185,40285162
85728,61521798
28642,19413018
100,18166
83689,59839444
55146,38645490
26604,17934428
81651,58572310
53108,37343066
24565,16509388
51069,35421102
79612,56897968
22526,14948398
