12288,45672
75522,302550
42885,165402
10248,37710
73482,279358
40845,156162
8209,29890
71442,273082
38806,147766
6169,22822
69403,271572
36766,141850
4129,15392
100000,380930
67363,262564
34726,130364
2089,7316
97960,381170
65323,251282
32686,121842
95920,365654
50,184
63283,241978
30646,113472
93880,373024
61243,235796
28607,112726
91840,351320
59204,224366
26567,100290
89801,341936
57164,219796
24527,91540
87761,340088
55124,210604
22487,87310
85721,323982
53084,204814
20447,76704
83681,325294
51044,202886
18408,71182
81641,316450
49005,194572
16368,60616
79602,306026
46965,177724
14328,53184
77562,304472
44925,170948
