77573,238435
49030,117498
20487,47627
75534,232119
46991,157887
18448,45601
73495,227534
44953,123699
16410,49401
71457,216242
100000,317937
42914,124463
14371,41038
97961,320801
69418,204655
40875,121568
12332,35665
67379,204120
95922,272165
38836,102354
10293,29829
93883,315040
65340,199027
36797,99238
8255,22671
91844,273843
63302,168833
34759,102259
6216,19000
89806,265428
61263,205615
32720,95413
4177,12562
87767,236458
59224,191436
30681,99016
2138,5925
85728,258287
57185,181269
28642,94388
100,257
83689,252571
55146,160378
26604,71295
81651,209040
53108,156172
24565,69292
51069,148097
79612,222115
22526,64605
