77573,22948774
49030,13924966
20487,5196370
46991,13276832
75534,22481570
18448,4631268
73495,22223904
44953,12545580
16410,4074266
71457,21558250
100000,30387786
42914,11760414
14371,3515144
97961,29602578
69418,20631360
40875,11195924
12332,2955496
67379,20092150
95922,28960774
38836,10543166
10293,2408490
93883,28499828
65340,19371734
36797,9748116
8255,1897504
91844,27528920
63302,18735538
34759,9125298
6216,1379192
89806,26818288
61263,18180332
32720,8660688
4177,885864
87767,26325700
59224,17368252
30681,8000310
2138,414290
57185,16504850
85728,25814078
28642,7408096
100,11980
83689,24957342
55146,16132284
26604,6764856
81651,24432546
53108,15586344
24565,6345760
51069,14786456
79612,23620496
22526,5661756
