77573,36535346
49030,21807512
20487,8948966
46991,20618458
75534,35148432
18448,7414734
73495,34667524
44953,20100460
16410,6609520
71457,32869160
100000,49220326
42914,18924388
14371,5702406
97961,48013294
69418,32082664
40875,17589856
12332,4918698
67379,31071574
95922,47124404
38836,17508326
10293,4172548
93883,45872684
65340,30617208
36797,16324070
8255,3106906
91844,42805678
63302,29314308
34759,15055180
6216,2356054
89806,42073162
61263,28159244
32720,13979828
4177,1483856
87767,41386428
59224,26390208
30681,12650998
2138,743690
57185,25594416
85728,40154638
28642,11775384
100,18610
83689,39202800
55146,24640744
26604,11213630
81651,38432126
53108,23568420
24565,10150038
51069,22030918
79612,37754616
22526,9551184
