77573,69237022
49030,43149508
20487,17141542
46991,42031412
75534,67387706
18448,15435800
73495,65538614
44953,39485772
16410,13592974
71457,63464102
100000,90517822
42914,37546840
14371,11997754
97961,89329746
69418,61828224
40875,35324688
12332,10276354
67379,60491916
95922,87339792
38836,33584306
10293,8449444
93883,84272524
65340,58266486
36797,31733196
8255,6774308
91844,82514416
63302,56155042
34759,30443100
6216,4826602
89806,80584648
61263,54767464
32720,28072694
4177,3254190
87767,79116376
59224,52294794
30681,26390998
2138,1622628
57185,50932082
85728,77344266
28642,24342690
100,18112
83689,75792978
55146,48642162
26604,22768568
81651,73581342
53108,46740508
24565,20821628
51069,44708710
79612,71872126
22526,19305806
