12288,67174
75522,440138
42885,238860
10248,54500
73482,428838
40845,224760
8209,43176
71442,410622
38806,217824
6169,32252
69403,405942
36766,203592
4129,21926
100000,605710
67363,388388
34726,193376
2089,10342
97960,594586
65323,370566
32686,178484
95920,578142
50,252
63283,364868
30646,170936
93880,563642
61243,353234
28607,155254
91840,551678
59204,333512
26567,144146
89801,536518
57164,318858
24527,130536
87761,520542
55124,315300
22487,122550
85721,514928
53084,301868
20447,109702
83681,485798
51044,290074
18408,98020
81641,487048
49005,280310
16368,88810
79602,465604
46965,264004
14328,75526
77562,453300
44925,247374
