77573,169028
49030,122911
20487,49110
75534,162103
46991,105490
18448,37539
73495,187743
44953,104974
16410,38862
71457,154668
100000,209600
42914,107628
14371,28128
97961,216406
69418,189966
40875,82365
12332,28090
67379,151368
95922,230459
38836,125959
10293,21049
93883,231667
65340,169938
36797,84934
8255,18790
91844,201453
63302,137184
34759,79516
6216,14622
89806,253527
61263,140358
32720,78511
4177,10122
87767,157748
59224,130732
30681,65526
2138,4216
85728,179981
57185,123409
28642,56809
100,229
83689,226814
55146,139216
26604,53838
81651,164801
53108,99244
24565,62174
51069,112528
79612,184108
22526,51452
