77573,27752686
49030,16731532
20487,6352848
46991,16074518
75534,27318724
18448,5650130
73495,26574090
44953,15311746
16410,4997618
71457,25312698
100000,37099886
42914,14606378
14371,4865890
97961,36813728
69418,24911148
40875,13702940
12332,4276620
67379,23735382
95922,35735528
38836,13329052
10293,3046184
93883,35288106
65340,22898166
36797,12681988
8255,2353308
91844,35053566
63302,23796900
34759,11278888
6216,1753046
89806,34073640
61263,21807372
32720,11333958
4177,1103830
87767,32963168
59224,20858030
30681,10276942
2138,530808
57185,20413274
85728,31736090
28642,9433432
100,18756
83689,31423538
55146,19583138
26604,8582484
81651,30572566
53108,18288240
24565,8033068
51069,17424062
79612,28719280
22526,7342234
